Index, u_t(us), y_t(us), u(rad), Theta(rad), Omega(rad/s), Omega_ref(rad/s)
3461, 29841455, 29841981, 1.37389183, 1.36129570, -0.17460632, 0.86540931
3462, 29842455, 29842993, 1.37782860, 1.36167717, -0.04762268, 0.75002146
3463, 29843455, 29843993, 1.38189256, 1.36205864, -0.01587677, 0.75002146
3464, 29844455, 29844981, 1.38607621, 1.36244011, 0.01587677, 0.75002146
3465, 29845455, 29845985, 1.39037120, 1.36282158, 0.07936859, 0.98079723
3466, 29846455, 29846982, 1.39476895, 1.36320305, 0.14286041, 0.86540931
3467, 29847455, 29847980, 1.39926219, 1.36358452, 0.20635223, 1.09618521
3468, 29848455, 29848982, 1.40384173, 1.36434746, 0.26984406, 1.09618521
3469, 29849455, 29849986, 1.40849650, 1.36511040, 0.36508179, 0.98079723
3470, 29850455, 29850982, 1.41321790, 1.36587334, 0.42857361, 1.32696104
3471, 29851455, 29851989, 1.41799569, 1.36663628, 0.52381134, 1.09618521
3472, 29852455, 29852989, 1.42282200, 1.36778069, 0.61904907, 1.09618521
3473, 29853455, 29853979, 1.42768800, 1.36892509, 0.68254089, 1.32696104
3474, 29854455, 29854985, 1.43258691, 1.37006950, 0.74603271, 1.55773675
3475, 29855455, 29855989, 1.43751407, 1.37121391, 0.87301636, 1.55773675
3476, 29856455, 29856985, 1.44246435, 1.37273979, 0.93650818, 1.67312467
3477, 29857455, 29857984, 1.44743419, 1.37388420, 1.00000000, 1.55773675
3478, 29858455, 29858988, 1.45242214, 1.37579155, 1.09523773, 1.32696104
3479, 29859455, 29859980, 1.45742512, 1.37693596, 1.19047546, 1.32696104
3480, 29860455, 29860988, 1.46244049, 1.37846184, 1.28571320, 1.09618521
3481, 29861455, 29861982, 1.46746683, 1.38036919, 1.34920502, 1.09618521
3482, 29862455, 29862980, 1.47250342, 1.38227654, 1.44444275, 1.21157312
3483, 29863455, 29863987, 1.47754788, 1.38418388, 1.50793457, 1.09618521
3484, 29864455, 29864981, 1.48259974, 1.38609123, 1.60317230, 1.21157312
3485, 29865455, 29865983, 1.48765814, 1.38838005, 1.69841003, 1.44234896
3486, 29866455, 29866985, 1.49272060, 1.39028740, 1.76190186, 1.44234896
3487, 29867455, 29867983, 1.49778581, 1.39257622, 1.85713959, 1.09618521
3488, 29868455, 29868990, 1.50285304, 1.39486504, 1.95237732, 1.21157312
3489, 29869455, 29869986, 1.50792098, 1.39715385, 2.01587677, 1.09618521
3490, 29870455, 29870982, 1.51298833, 1.39944267, 2.07936859, 1.09618521
3491, 29871455, 29871982, 1.51805282, 1.40211296, 2.11111450, 1.32696104
3492, 29872455, 29872982, 1.52311170, 1.40478325, 2.23809814, 0.98079723
3493, 29873455, 29873980, 1.52816188, 1.40745449, 2.33333588, 0.98079723
3494, 29874455, 29874983, 1.53320014, 1.41012478, 2.42857361, 1.21157312
3495, 29875455, 29875983, 1.53822076, 1.41279507, 2.49206543, 1.21157312
3496, 29876455, 29876985, 1.54322028, 1.41584682, 2.58730316, 1.09618521
3497, 29877455, 29877981, 1.54819441, 1.41889858, 2.61904907, 1.21157312
3498, 29878455, 29878979, 1.55313861, 1.42156887, 2.71428680, 1.09618521
3499, 29879455, 29879980, 1.55805016, 1.42462063, 2.77777863, 1.09618521
3500, 29880455, 29880982, 1.56292498, 1.42805386, 2.87301636, 0.98079723
3501, 29881455, 29881980, 1.56776023, 1.43110561, 2.90476227, 0.86540931
3502, 29882455, 29882982, 1.57255220, 1.43453884, 2.96825409, 0.86540931
3503, 29883455, 29883980, 1.57729924, 1.43759060, 3.03174591, 1.09618521
3504, 29884455, 29884982, 1.58199966, 1.44102383, 3.06349182, 0.98079723
3505, 29885455, 29885983, 1.58665168, 1.44445705, 3.12698364, 0.86540931
3506, 29886455, 29886979, 1.59125292, 1.44789028, 3.19047546, 0.86540931
3507, 29887455, 29887981, 1.59580231, 1.45170498, 3.25396729, 1.09618521
3508, 29888455, 29888977, 1.60029948, 1.45513821, 3.31745911, 0.86540931
3509, 29889455, 29889979, 1.60474336, 1.45895290, 3.34920502, 0.98079723
3510, 29890455, 29890979, 1.60913360, 1.46238613, 3.41269684, 0.86540931
3511, 29891455, 29891984, 1.61347008, 1.46581936, 3.44444275, 0.86540931
3512, 29892455, 29892986, 1.61775208, 1.46963501, 3.50793457, 0.86540931
3513, 29893455, 29893982, 1.62197793, 1.47344971, 3.53968048, 0.63463354
3514, 29894455, 29894982, 1.62614834, 1.47726440, 3.57142639, 0.63463354
3515, 29895455, 29895980, 1.63026333, 1.48107910, 3.60317230, 0.75002146
3516, 29896455, 29896981, 1.63432276, 1.48489380, 3.66666412, 0.98079723
3517, 29897455, 29897983, 1.63832784, 1.48870850, 3.69841003, 0.51924562
3518, 29898455, 29898979, 1.64227748, 1.49252319, 3.73015594, 0.75002146
3519, 29899455, 29899983, 1.64617264, 1.49633789, 3.76190186, 0.40385768
3520, 29900455, 29900979, 1.65001404, 1.50015259, 3.79364777, 0.51924562
3521, 29901455, 29901980, 1.65380144, 1.50396729, 3.79364777, 0.75002146
3522, 29902455, 29902984, 1.65753520, 1.50816345, 3.85713959, 0.63463354
3523, 29903455, 29903980, 1.66121507, 1.51197815, 3.85713959, 0.28846979
3524, 29904455, 29904982, 1.66484189, 1.51579285, 3.85713959, 0.51924562
3525, 29905455, 29905986, 1.66841555, 1.51960754, 3.85713959, 0.98079723
3526, 29906455, 29906982, 1.67193615, 1.52342224, 3.85713959, 0.40385768
3527, 29907455, 29907983, 1.67540324, 1.52761841, 3.85713959, 0.51924562
3528, 29908455, 29908979, 1.67881620, 1.53143406, 3.88888550, 0.51924562
3529, 29909455, 29909979, 1.68217468, 1.53524876, 3.88888550, 0.51924562
3530, 29910455, 29910983, 1.68547821, 1.53944492, 3.88888550, 0.40385768
3531, 29911455, 29911981, 1.68872619, 1.54325962, 3.88888550, 0.51924562
3532, 29912455, 29912979, 1.69191694, 1.54745579, 3.92063141, 0.40385768
3533, 29913455, 29913990, 1.69504857, 1.55088902, 3.88888550, 0.75002146
3534, 29914455, 29914980, 1.69811976, 1.55508518, 3.88888550, 0.51924562
3535, 29915455, 29915980, 1.70112753, 1.55889988, 3.88888550, 0.51924562
3536, 29916455, 29916974, 1.70406997, 1.56309605, 3.92063141, 0.40385768
3537, 29917455, 29917974, 1.70694351, 1.56691074, 3.92063141, 0.28846979
3538, 29918455, 29918984, 1.70974743, 1.57072544, 3.88888550, 0.28846979
3539, 29919455, 29919975, 1.71247852, 1.57454014, 3.88888550, 0.28846979
3540, 29920455, 29920973, 1.71513426, 1.57835484, 3.88888550, 0.28846979
3541, 29921455, 29921987, 1.71771252, 1.58216953, 3.88888550, 0.17308187
3542, 29922455, 29922983, 1.72021174, 1.58598423, 3.88888550, 0.28846979
3543, 29923455, 29923975, 1.72263038, 1.58979893, 3.85713959, 0.17308187
3544, 29924455, 29924974, 1.72496653, 1.59399605, 3.82539368, 0.17308187
3545, 29925455, 29925972, 1.72721875, 1.59742928, 3.82539368, -0.05769395
3546, 29926455, 29926972, 1.72938502, 1.60124397, 3.82539368, 0.17308187
3547, 29927455, 29927986, 1.73146522, 1.60505867, 3.79364777, 0.17308187
3548, 29928455, 29928988, 1.73345768, 1.60887337, 3.79364777, 0.17308187
3549, 29929455, 29929987, 1.73536146, 1.61268806, 3.76190186, 0.17308187
3550, 29930455, 29930971, 1.73717523, 1.61573982, 3.76190186, 0.17308187
3551, 29931455, 29931983, 1.73889685, 1.61993599, 3.76190186, 0.17308187
3552, 29932455, 29932985, 1.74052489, 1.62336922, 3.69841003, 0.05769395
3553, 29933455, 29933983, 1.74205923, 1.62680244, 3.69841003, -0.05769395
3554, 29934455, 29934987, 1.74349964, 1.63023567, 3.63491821, 0.05769395
3555, 29935455, 29935988, 1.74484622, 1.63366890, 3.57142639, -0.05769395
3556, 29936455, 29936988, 1.74609923, 1.63710213, 3.53968048, -0.28846979
3557, 29937455, 29937986, 1.74725831, 1.64053535, 3.50793457, -0.05769395
3558, 29938455, 29938986, 1.74832225, 1.64396858, 3.47618866, -0.05769395
3559, 29939455, 29939986, 1.74929130, 1.64702034, 3.41269684, 0.05769395
3560, 29940455, 29940986, 1.75016510, 1.65045357, 3.38095093, -0.17308187
3561, 29941455, 29941985, 1.75094414, 1.65350533, 3.31745911, -0.05769395
3562, 29942455, 29942983, 1.75162899, 1.65655804, 3.28571320, -0.05769395
3563, 29943455, 29943983, 1.75222099, 1.65960979, 3.25396729, -0.05769395
3564, 29944455, 29944985, 1.75272119, 1.66266155, 3.19047546, -0.17308187
3565, 29945455, 29945985, 1.75313163, 1.66571331, 3.15872955, -0.17308187
3566, 29946455, 29946982, 1.75345409, 1.66876507, 3.09523773, -0.17308187
3567, 29947455, 29947982, 1.75368977, 1.67143536, 3.06349182, -0.28846979
3568, 29948455, 29948982, 1.75383985, 1.67410564, 3.00000000, -0.17308187
3569, 29949455, 29949988, 1.75390649, 1.67715740, 2.96825409, -0.17308187
3570, 29950455, 29950988, 1.75389171, 1.67982769, 2.90476227, -0.05769395
3571, 29951455, 29951980, 1.75379813, 1.68249798, 2.84127045, -0.28846979
3572, 29952455, 29952987, 1.75362670, 1.68516827, 2.80952454, -0.05769395
3573, 29953455, 29953979, 1.75337946, 1.68783855, 2.77777863, -0.40385768
3574, 29954455, 29954981, 1.75306070, 1.69012737, 2.71428680, 0.05769395
3575, 29955455, 29955983, 1.75267267, 1.69241619, 2.65079498, -0.17308187
3576, 29956455, 29956981, 1.75221825, 1.69508648, 2.58730316, -0.17308187
3577, 29957455, 29957985, 1.75170100, 1.69737530, 2.55555725, -0.28846979
3578, 29958455, 29958984, 1.75112474, 1.69928265, 2.49206543, -0.40385768
3579, 29959455, 29959980, 1.75049388, 1.70157146, 2.42857361, -0.17308187
3580, 29960455, 29960978, 1.74981213, 1.70347881, 2.33333588, -0.28846979
3581, 29961455, 29961984, 1.74908328, 1.70576763, 2.26984406, -0.28846979
3582, 29962455, 29962978, 1.74831009, 1.70729351, 2.17460632, -0.28846979
3583, 29963455, 29963980, 1.74749804, 1.70958233, 2.11111450, -0.40385768
3584, 29964455, 29964987, 1.74664748, 1.71110821, 2.04762268, -0.51924562
3585, 29965455, 29965989, 1.74576187, 1.71301556, 1.95237732, -0.28846979
3586, 29966455, 29966987, 1.74484205, 1.71454144, 1.92063141, -0.28846979
3587, 29967455, 29967985, 1.74388933, 1.71606731, 1.82539368, -0.86540931
3588, 29968455, 29968983, 1.74290526, 1.71721172, 1.73015594, -0.40385768
3589, 29969455, 29969982, 1.74189115, 1.71873760, 1.63491821, -0.51924562
3590, 29970455, 29970986, 1.74084783, 1.71988297, 1.57142639, -0.63463354
3591, 29971455, 29971986, 1.73977602, 1.72102737, 1.47618866, -0.51924562
3592, 29972455, 29972978, 1.73867667, 1.72217178, 1.38095093, -0.75002146
3593, 29973455, 29973978, 1.73754942, 1.72293472, 1.28571320, -0.40385768
3594, 29974455, 29974985, 1.73639476, 1.72369766, 1.19047546, -0.51924562
3595, 29975455, 29975985, 1.73521185, 1.72446060, 1.09523773, -0.17308187
3596, 29976455, 29976979, 1.73400080, 1.72522354, 1.00000000, -0.40385768
3597, 29977455, 29977977, 1.73276198, 1.72560501, 0.90476227, -0.51924562
3598, 29978455, 29978981, 1.73149610, 1.72598648, 0.80952454, -0.51924562
3599, 29979455, 29979981, 1.73020124, 1.72636795, 0.71428680, -0.28846979
3600, 29980455, 29980982, 1.72887719, 1.72674942, 0.61904907, -0.28846979
3601, 29981455, 29981990, 1.72752237, 1.72713089, 0.52381134, -0.28846979
3602, 29982455, 29982992, 1.72613609, 1.72713089, 0.46031952, -0.17308187
3603, 29983455, 29983984, 1.72471762, 1.72713089, 0.36508179, -0.28846979
3604, 29984455, 29984984, 1.72326565, 1.72713089, 0.26984406, -0.28846979
3605, 29985455, 29985982, 1.72177792, 1.72713089, 0.20635223, -0.28846979
3606, 29986455, 29986981, 1.72025263, 1.72674942, 0.11111450, -0.28846979
3607, 29987455, 29987993, 1.71868885, 1.72674942, 0.04762268, -0.17308187
3608, 29988455, 29988983, 1.71708643, 1.72636795, -0.01587677, -0.28846979
3609, 29989455, 29989981, 1.71544409, 1.72636795, -0.07936859, -0.17308187
3610, 29990455, 29990985, 1.71376014, 1.72598648, -0.11111450, -0.17308187
3611, 29991455, 29991981, 1.71203244, 1.72560501, -0.17460632, -0.28846979
3612, 29992455, 29992982, 1.71025872, 1.72560501, -0.20635223, -0.05769395
3613, 29993455, 29993984, 1.70843697, 1.72484207, -0.26984406, -0.05769395
3614, 29994455, 29994986, 1.70656729, 1.72407913, -0.30158997, 0.05769395
3615, 29995455, 29995982, 1.70464742, 1.72369766, -0.36508179, 0.05769395
3616, 29996455, 29996980, 1.70267689, 1.72293472, -0.42857361, -0.05769395
3617, 29997455, 29997985, 1.70065212, 1.72255325, -0.49206543, 0.28846979
3618, 29998455, 29998979, 1.69857097, 1.72179031, -0.52381134, -0.05769395
3619, 29999455, 29999985, 1.69643188, 1.72102737, -0.58730316, 0.05769395
3620, 30000455, 30000989, 1.69423294, 1.72026443, -0.61904907, 0.17308187
3621, 30001455, 30001987, 1.69197130, 1.71950150, -0.65079498, 0.17308187
3622, 30002455, 30002992, 1.68964577, 1.71912003, -0.68254089, 0.28846979
3623, 30003455, 30003986, 1.68725312, 1.71797466, -0.68254089, 0.28846979
3624, 30004455, 30004984, 1.68479121, 1.71721172, -0.71428680, -0.05769395
3625, 30005455, 30005986, 1.68225753, 1.71644878, -0.74603271, -0.17308187
3626, 30006455, 30006988, 1.67964935, 1.71568584, -0.77777863, -0.05769395
3627, 30007455, 30007982, 1.67696464, 1.71454144, -0.77777863, -0.05769395
3628, 30008455, 30008981, 1.67420161, 1.71377850, -0.80952454, -0.05769395
3629, 30009455, 30009989, 1.67135751, 1.71301556, -0.84127045, -0.05769395
3630, 30010455, 30010987, 1.66842997, 1.71187115, -0.87301636, -0.05769395
3631, 30011455, 30011985, 1.66541851, 1.71072674, -0.90476227, -0.05769395
3632, 30012455, 30012989, 1.66232336, 1.70996380, -0.93650818, -0.05769395
3633, 30013455, 30013983, 1.65914178, 1.70881939, -0.96825409, -0.05769395
3634, 30014455, 30014988, 1.65587330, 1.70767498, -0.96825409, -0.05769395
3635, 30015455, 30015984, 1.65251577, 1.70653057, -1.00000000, -0.17308187
3636, 30016455, 30016986, 1.64906895, 1.70576763, -1.03174591, -0.05769395
3637, 30017455, 30017986, 1.64553308, 1.70424175, -1.03174591, -0.05769395
3638, 30018455, 30018984, 1.64191043, 1.70347881, -1.06349182, -0.28846979
3639, 30019455, 30019983, 1.63820112, 1.70233440, -1.06349182, -0.51924562
3640, 30020455, 30020985, 1.63440681, 1.70080853, -1.09523773, -0.05769395
3641, 30021455, 30021981, 1.63052845, 1.69966412, -1.15872955, -0.40385768
3642, 30022455, 30022983, 1.62656832, 1.69851971, -1.19047546, -0.05769395
3643, 30023455, 30023985, 1.62252808, 1.69699383, -1.22222137, -0.28846979
3644, 30024455, 30024986, 1.61840940, 1.69546795, -1.25396729, -0.51924562
3645, 30025455, 30025982, 1.61421537, 1.69432354, -1.28571320, -0.28846979
3646, 30026455, 30026984, 1.60994792, 1.69241619, -1.31745911, -0.28846979
3647, 30027455, 30027984, 1.60561073, 1.69127178, -1.38095093, -0.40385768
3648, 30028455, 30028984, 1.60120559, 1.68936443, -1.41269684, -0.17308187
3649, 30029455, 30029982, 1.59673488, 1.68783855, -1.44444275, -0.51924562
3650, 30030455, 30030983, 1.59220219, 1.68593121, -1.47618866, -0.51924562
3651, 30031455, 30031983, 1.58760822, 1.68440533, -1.53968430, -0.51924562
3652, 30032455, 30032983, 1.58295536, 1.68287945, -1.60317612, -0.40385768
3653, 30033455, 30033981, 1.57824516, 1.68059063, -1.66666794, -0.51924562
3654, 30034455, 30034983, 1.57348073, 1.67868328, -1.76190567, -0.63463354
3655, 30035455, 30035979, 1.56866324, 1.67677593, -1.79365158, -0.63463354
3656, 30036455, 30036980, 1.56379473, 1.67448711, -1.85714340, -0.63463354
3657, 30037455, 30037984, 1.55887604, 1.67219830, -1.95238113, -0.75002146
3658, 30038455, 30038986, 1.55390811, 1.66990948, -2.01587296, -0.98079723
3659, 30039455, 30039980, 1.54889286, 1.66762066, -2.07936478, -0.51924562
3660, 30040455, 30040978, 1.54383111, 1.66533184, -2.17460251, -0.51924562
3661, 30041455, 30041979, 1.53872478, 1.66266155, -2.20634842, -0.75002146
3662, 30042455, 30042979, 1.53357327, 1.66037273, -2.26984024, -0.51924562
3663, 30043455, 30043983, 1.52837706, 1.65732098, -2.36507797, -0.63463354
3664, 30044455, 30044983, 1.52313602, 1.65464973, -2.46031570, -0.75002146
3665, 30045455, 30045983, 1.51785088, 1.65197945, -2.52381134, -0.75002146
3666, 30046455, 30046979, 1.51252222, 1.64892769, -2.58730316, -0.63463354
