Index, u_t(us), y_t(us), u(rad), Theta(rad), Omega(rad/s), Thetad(rad/s)
1218, 28257749, 28258272, -0.13510710, -0.14743996, -0.61904907, -0.34471932
1219, 28258749, 28259280, -0.13406345, -0.14705849, -0.46031952, -0.21170263
1220, 28259749, 28260276, -0.13300233, -0.14667702, -0.33333588, 0.01718452
1221, 28260749, 28261280, -0.13193165, -0.14629555, -0.20635223, 0.15775108
1222, 28261749, 28262280, -0.13085668, -0.14591408, -0.04762268, 0.24407730
1223, 28262749, 28263277, -0.12978248, -0.14515114, 0.07936859, 0.29709285
1224, 28263749, 28264275, -0.12871285, -0.14438820, 0.20635223, 0.47684887
1225, 28264749, 28265279, -0.12765284, -0.14400673, 0.30158997, 0.58724254
1226, 28265749, 28266275, -0.12660593, -0.14286232, 0.42857361, 0.50784111
1227, 28266749, 28267275, -0.12557416, -0.14209938, 0.49206543, 0.75347334
1228, 28267749, 28268285, -0.12455996, -0.14171791, 0.58730316, 0.75712603
1229, 28268749, 28269282, -0.12356470, -0.14057350, 0.65079498, 0.61217171
1230, 28269749, 28270278, -0.12258928, -0.13942909, 0.71428680, 0.81754595
1231, 28270749, 28271282, -0.12163382, -0.13866615, 0.77777863, 0.94367254
1232, 28271749, 28272286, -0.12069831, -0.13752174, 0.80952454, 0.87393314
1233, 28272749, 28273272, -0.11978206, -0.13675880, 0.84127045, 0.97830164
1234, 28273749, 28274281, -0.11888371, -0.13599586, 0.87301636, 0.89519995
1235, 28274749, 28275283, -0.11800160, -0.13446999, 0.90476227, 0.84416461
1236, 28275749, 28276277, -0.11713234, -0.13332558, 0.90476227, 1.10721731
1237, 28276749, 28277283, -0.11627236, -0.13256264, 0.96825409, 1.12156856
1238, 28277749, 28278281, -0.11541940, -0.13141823, 1.00000000, 0.98318452
1239, 28278749, 28279285, -0.11457156, -0.13027382, 1.00000000, 1.04539621
1240, 28279749, 28280284, -0.11372548, -0.12912941, 1.03174591, 1.08360231
1241, 28280749, 28281286, -0.11287886, -0.12836647, 1.03174591, 1.10706580
1242, 28281749, 28282284, -0.11203026, -0.12722206, 1.03174591, 0.97427791
1243, 28282749, 28283280, -0.11117610, -0.12607765, 1.06349182, 1.03992641
1244, 28283749, 28284278, -0.11031406, -0.12493324, 1.06349182, 1.08024311
1245, 28284749, 28285285, -0.10944406, -0.12378883, 1.06349182, 1.10500288
1246, 28285749, 28286279, -0.10856444, -0.12264442, 1.06349182, 1.12020862
1247, 28286749, 28287285, -0.10767305, -0.12188148, 1.03174591, 1.12954688
1248, 28287749, 28288287, -0.10676871, -0.12073708, 1.03174591, 0.98808426
1249, 28288749, 28289283, -0.10584959, -0.11997414, 1.03174591, 1.04840529
1250, 28289749, 28290281, -0.10491346, -0.11882973, 1.03174591, 0.93825275
1251, 28290749, 28291282, -0.10395928, -0.11806679, 1.00000000, 1.01780224
1252, 28291749, 28292284, -0.10298687, -0.11730385, 1.00000000, 0.91945845
1253, 28292749, 28293280, -0.10199523, -0.11615944, 0.96825409, 0.85906249
1254, 28293749, 28294280, -0.10098285, -0.11501503, 0.96825409, 0.96916914
1255, 28294749, 28295280, -0.09994802, -0.11425209, 0.93650818, 1.03678894
1256, 28295749, 28296281, -0.09888943, -0.11348915, 0.93650818, 0.93111879
1257, 28296749, 28297279, -0.09780651, -0.11234474, 0.93650818, 0.86622351
1258, 28297749, 28298277, -0.09669808, -0.11120033, 0.90476227, 0.97356695
1259, 28298749, 28299279, -0.09556258, -0.11081886, 0.90476227, 1.03948975
1260, 28299749, 28300283, -0.09439882, -0.10967445, 0.90476227, 0.78557980
1261, 28300749, 28301280, -0.09320611, -0.10891151, 0.87301636, 0.92404115
1262, 28301749, 28302278, -0.09198339, -0.10776711, 0.90476227, 0.86187690
1263, 28302749, 28303276, -0.09073009, -0.10738564, 0.87301636, 0.97089756
1264, 28303749, 28304274, -0.08944618, -0.10662270, 0.87301636, 0.74345529
1265, 28304749, 28305276, -0.08813136, -0.10547829, 0.84127045, 0.75097364
1266, 28305749, 28306278, -0.08678554, -0.10471535, 0.80952454, 0.90278846
1267, 28306749, 28307277, -0.08540834, -0.10395241, 0.84127045, 0.84882498
1268, 28307749, 28308279, -0.08399951, -0.10318947, 0.80952454, 0.81568438
1269, 28308749, 28309279, -0.08255839, -0.10242653, 0.80952454, 0.79533172
1270, 28309749, 28310277, -0.08108465, -0.10128212, 0.80952454, 0.78283256
1271, 28310749, 28311277, -0.07957780, -0.10090065, 0.77777863, 0.92235398
1272, 28311749, 28312279, -0.07803629, -0.09975624, 0.80952454, 0.71364319
1273, 28312749, 28313278, -0.07645906, -0.09899330, 0.77777863, 0.87986267
1274, 28313749, 28314278, -0.07484551, -0.09823036, 0.80952454, 0.83474559
1275, 28314749, 28315276, -0.07319414, -0.09746742, 0.77777863, 0.80703777
1276, 28315749, 28316276, -0.07150343, -0.09632301, 0.80952454, 0.79002154
1277, 28316749, 28317278, -0.06977345, -0.09517860, 0.84127045, 0.92676896
1278, 28317749, 28318273, -0.06800389, -0.09441566, 0.84127045, 1.01074970
1279, 28318749, 28319273, -0.06619443, -0.09327030, 0.87301636, 0.91512728
1280, 28319749, 28320273, -0.06434506, -0.09174442, 0.90476227, 1.00396824
1281, 28320749, 28321273, -0.06245678, -0.09098148, 0.96825409, 1.20535767
1282, 28321749, 28322273, -0.06053013, -0.08945560, 1.00000000, 1.03464198
1283, 28322749, 28323272, -0.05856561, -0.08869267, 1.06349182, 1.22419536
1284, 28323749, 28324274, -0.05656385, -0.08716679, 1.09523773, 1.04621077
1285, 28324749, 28325274, -0.05452513, -0.08525944, 1.15872955, 1.23130012
1286, 28325749, 28326274, -0.05245001, -0.08411503, 1.19047546, 1.49216664
1287, 28326749, 28327274, -0.05033921, -0.08258915, 1.25396729, 1.35797775
1288, 28327749, 28328272, -0.04819294, -0.08106327, 1.31745911, 1.42276561
1289, 28328749, 28329271, -0.04601141, -0.07953739, 1.34920502, 1.46255386
1290, 28329749, 28330271, -0.04379502, -0.07801151, 1.41269684, 1.48698902
1291, 28330749, 28331273, -0.04154273, -0.07648563, 1.44444275, 1.50199544
1292, 28331749, 28332271, -0.03925282, -0.07457829, 1.50793457, 1.51121128
1293, 28332749, 28333271, -0.03692479, -0.07267094, 1.57142639, 1.66406858
1294, 28333749, 28334281, -0.03455868, -0.07076359, 1.60317230, 1.75794291
1295, 28334749, 28335272, -0.03215335, -0.06923771, 1.63491821, 1.81559396
1296, 28335749, 28336274, -0.02970774, -0.06694889, 1.69841003, 1.70380175
1297, 28336749, 28337268, -0.02722085, -0.06504154, 1.76190186, 1.92954195
1298, 28337749, 28338270, -0.02469232, -0.06351566, 1.76190186, 1.92097819
1299, 28338749, 28339270, -0.02212186, -0.06122684, 1.82539368, 1.76852143
1300, 28339749, 28340269, -0.01950851, -0.05931950, 1.85713959, 1.96928823
1301, 28340749, 28341269, -0.01685192, -0.05741215, 1.88888550, 1.94538760
1302, 28341749, 28342271, -0.01415224, -0.05512333, 1.92063141, 1.93070948
1303, 28342749, 28343269, -0.01140909, -0.05283451, 1.95237732, 2.06889296
1304, 28343749, 28344269, -0.00862169, -0.05092716, 1.98412323, 2.15375543
1305, 28344749, 28345272, -0.00578900, -0.04863834, 2.01587677, 2.05867457
1306, 28345749, 28346278, -0.00291110, -0.04634953, 2.04762268, 2.14748001
1307, 28346749, 28347266, 0.00001227, -0.04444218, 2.07936859, 2.20201826
1308, 28347749, 28348278, 0.00298161, -0.04215336, 2.11111450, 2.08831406
1309, 28348749, 28349280, 0.00599640, -0.03948307, 2.14286041, 2.16568255
1310, 28349749, 28350266, 0.00905605, -0.03719425, 2.17460632, 2.36039448
1311, 28350749, 28351275, 0.01216085, -0.03490543, 2.20635223, 2.33277535
1312, 28351749, 28352275, 0.01531030, -0.03261662, 2.23809814, 2.31581378
1313, 28352749, 28353277, 0.01850368, -0.03032684, 2.26984406, 2.30539703
1314, 28353749, 28354265, 0.02174082, -0.02765656, 2.30158997, 2.29936767
1315, 28354749, 28355263, 0.02502098, -0.02536774, 2.33333588, 2.44249463
1316, 28355749, 28356277, 0.02834241, -0.02269745, 2.36508179, 2.38319564
1317, 28356749, 28357274, 0.03170436, -0.02040863, 2.42857361, 2.49397588
1318, 28357749, 28358264, 0.03510529, -0.01773834, 2.42857361, 2.41481185
1319, 28358749, 28359280, 0.03854351, -0.01506805, 2.46031952, 2.51339221
1320, 28359749, 28360280, 0.04201852, -0.01201630, 2.52381134, 2.57393336
1321, 28360749, 28361278, 0.04552903, -0.00934601, 2.55555725, 2.75831127
1322, 28361749, 28362282, 0.04907254, -0.00667572, 2.58730316, 2.72434592
1323, 28362749, 28363281, 0.05264604, -0.00400543, 2.61904907, 2.70348644
1324, 28363749, 28364277, 0.05624780, -0.00095367, 2.68254089, 2.69067621
1325, 28364749, 28365277, 0.05987675, 0.00171661, 2.71428680, 2.83000660
1326, 28365749, 28366277, 0.06353175, 0.00476837, 2.77777863, 2.76837611
1327, 28366749, 28367273, 0.06721113, 0.00820160, 2.80952454, 2.87772441
1328, 28367749, 28368275, 0.07091285, 0.01087189, 2.84127045, 3.09207606
1329, 28368749, 28369276, 0.07463644, 0.01392365, 2.87301636, 2.92932081
1330, 28369749, 28370278, 0.07838251, 0.01697540, 2.90476227, 2.97656560
1331, 28370749, 28371276, 0.08215036, 0.02002716, 2.93650818, 3.00557995
1332, 28371749, 28372274, 0.08593956, 0.02346039, 2.96825409, 3.02339864
1333, 28372749, 28373280, 0.08975072, 0.02651215, 3.03174591, 3.18153906
1334, 28373749, 28374278, 0.09358346, 0.02994537, 3.06349182, 3.13146043
1335, 28374749, 28375272, 0.09743673, 0.03299809, 3.09523773, 3.24790311
1336, 28375749, 28376279, 0.10130959, 0.03643131, 3.12698364, 3.17258453
1337, 28376749, 28377273, 0.10520148, 0.03986454, 3.15872955, 3.27315879
1338, 28377749, 28378275, 0.10911130, 0.04329777, 3.19047546, 3.33492446
1339, 28378749, 28379275, 0.11303795, 0.04673100, 3.25396729, 3.37285662
1340, 28379749, 28380275, 0.11698055, 0.05016422, 3.31745911, 3.39615202
1341, 28380749, 28381274, 0.12093674, 0.05359745, 3.31745911, 3.41045856
1342, 28381749, 28382276, 0.12490466, 0.05703068, 3.38095093, 3.41924453
1343, 28382749, 28383276, 0.12888359, 0.06084538, 3.41269684, 3.42464018
1344, 28383749, 28384274, 0.13287106, 0.06427860, 3.44444275, 3.57515121
1345, 28384749, 28385276, 0.13686463, 0.06809330, 3.47618866, 3.52038717
1346, 28385749, 28386274, 0.14086300, 0.07190800, 3.53968048, 3.63395238
1347, 28386749, 28387276, 0.14486463, 0.07534122, 3.53968048, 3.70369625
1348, 28387749, 28388275, 0.14886779, 0.07877445, 3.53968048, 3.59933066
1349, 28388749, 28389271, 0.15286998, 0.08258915, 3.60317230, 3.53523660
1350, 28389749, 28390281, 0.15686929, 0.08640385, 3.63491821, 3.64307189
1351, 28390749, 28391271, 0.16086414, 0.09021854, 3.66666412, 3.70929694
1352, 28391749, 28392273, 0.16485339, 0.09403419, 3.66666412, 3.74996781
1353, 28392749, 28393278, 0.16883495, 0.09784889, 3.69841003, 3.77531266
1354, 28393749, 28394276, 0.17280652, 0.10166359, 3.69841003, 3.79050994
1355, 28394749, 28395272, 0.17676672, 0.10547829, 3.73015594, 3.79984307
1356, 28395749, 28396272, 0.18071344, 0.10929298, 3.76190186, 3.80557489
1357, 28396749, 28397280, 0.18464494, 0.11310768, 3.76190186, 3.80909491
1358, 28397749, 28398270, 0.18856010, 0.11692238, 3.76190186, 3.81125665
1359, 28398749, 28399276, 0.19245815, 0.12073708, 3.79364777, 3.81258440
1360, 28399749, 28400275, 0.19633806, 0.12493324, 3.82539368, 3.81339955
1361, 28400749, 28401277, 0.20019799, 0.12874794, 3.82539368, 3.96109796
1362, 28401749, 28402279, 0.20403540, 0.13256264, 3.85713959, 3.90460634
1363, 28402749, 28403269, 0.20784833, 0.13637733, 3.85713959, 3.86991310
1364, 28403749, 28404275, 0.21163478, 0.14057350, 3.85713959, 3.84860682
1365, 28404749, 28405282, 0.21539301, 0.14438820, 3.88888550, 3.98271990
1366, 28405749, 28406280, 0.21912122, 0.14782143, 3.85713959, 3.91788507
1367, 28406749, 28407278, 0.22281742, 0.15201759, 3.88888550, 3.73087049
1368, 28407749, 28408274, 0.22647963, 0.15583229, 3.85713959, 3.91041422
1369, 28408749, 28409272, 0.23010466, 0.15964794, 3.85713959, 3.87347984
1370, 28409749, 28410278, 0.23368977, 0.16384411, 3.82539368, 3.85116553
1371, 28410749, 28411275, 0.23723328, 0.16727734, 3.82539368, 3.98429108
1372, 28411749, 28412281, 0.24073282, 0.17109203, 3.85713959, 3.77165246
1373, 28412749, 28413281, 0.24418549, 0.17490673, 3.82539368, 3.78826213
1374, 28413749, 28414279, 0.24758866, 0.17872143, 3.82539368, 3.79846263
1375, 28414749, 28415273, 0.25093910, 0.18253613, 3.82539368, 3.80472708
1376, 28415749, 28416274, 0.25423318, 0.18635082, 3.82539368, 3.80857420
1377, 28416749, 28417280, 0.25746813, 0.19054699, 3.82539368, 3.81093669
1378, 28417749, 28418280, 0.26064155, 0.19398022, 3.79364777, 3.95958543
1379, 28418749, 28419286, 0.26375061, 0.19779491, 3.79364777, 3.75647998
1380, 28419749, 28420280, 0.26679263, 0.20160961, 3.76190186, 3.77894425
1381, 28420749, 28421272, 0.26976493, 0.20504284, 3.76190186, 3.79274035
1382, 28421749, 28422279, 0.27266484, 0.20923901, 3.76190186, 3.65401554
1383, 28422749, 28423271, 0.27548900, 0.21267223, 3.73015594, 3.86321521
1384, 28423749, 28424271, 0.27823380, 0.21610546, 3.73015594, 3.69729614
1385, 28424749, 28425283, 0.28089640, 0.21992111, 3.69841003, 3.59540033
1386, 28425749, 28426279, 0.28347340, 0.22335434, 3.69841003, 3.68038821
1387, 28426749, 28427284, 0.28596216, 0.22678757, 3.63491821, 3.58501649
1388, 28427749, 28428284, 0.28836012, 0.23060226, 3.63491821, 3.52644563
1389, 28428749, 28429276, 0.29066432, 0.23403549, 3.60317230, 3.63767314
1390, 28429749, 28430276, 0.29287192, 0.23746872, 3.57142639, 3.55878377
1391, 28430749, 28431274, 0.29498076, 0.24090195, 3.50793457, 3.51033545
1392, 28431749, 28432278, 0.29698837, 0.24433517, 3.50793457, 3.48058200
1393, 28432749, 28433269, 0.29889306, 0.24738693, 3.47618866, 3.46230936
1394, 28433749, 28434279, 0.30069360, 0.25082016, 3.44444275, 3.30388999
1395, 28434749, 28435279, 0.30238742, 0.25425339, 3.38095093, 3.35379744
1396, 28435749, 28436277, 0.30397302, 0.25730515, 3.34920502, 3.38444734
1397, 28436749, 28437279, 0.30545083, 0.26073837, 3.31745911, 3.25607252
1398, 28437749, 28438276, 0.30682087, 0.26379013, 3.28571320, 3.32443142
1399, 28438749, 28439274, 0.30808166, 0.26684189, 3.25396729, 3.21921515
1400, 28439749, 28440278, 0.30923262, 0.26989365, 3.22222137, 3.15459847
1401, 28440749, 28441276, 0.31027427, 0.27294540, 3.15872955, 3.11491537
1402, 28441749, 28442276, 0.31120709, 0.27561569, 3.12698364, 3.09054494
1403, 28442749, 28443274, 0.31203187, 0.27828598, 3.06349182, 2.92838049
1404, 28443749, 28444277, 0.31274912, 0.28095627, 3.00000000, 2.82879043
1405, 28444749, 28445277, 0.31335977, 0.28324604, 2.93650818, 2.76762915
1406, 28445749, 28446275, 0.31386560, 0.28591633, 2.84127045, 2.58323884
1407, 28446749, 28447277, 0.31426790, 0.28782368, 2.68254089, 2.61682844
1408, 28447749, 28448279, 0.31456807, 0.28973103, 2.55555725, 2.34306169
1409, 28448749, 28449275, 0.31476733, 0.29163837, 2.46031952, 2.17493320
1410, 28449749, 28450282, 0.31486666, 0.29316425, 2.33333588, 2.07168031
1411, 28450749, 28451278, 0.31486729, 0.29507160, 2.17460632, 1.86107218
1412, 28451749, 28452280, 0.31477168, 0.29659748, 2.04762268, 1.87892890
1413, 28452749, 28453280, 0.31458420, 0.29850483, 1.95237732, 1.74269772
1414, 28453749, 28454278, 0.31430665, 0.30003071, 1.85713959, 1.80623138
1415, 28454749, 28455275, 0.31393975, 0.30117512, 1.76190186, 1.69805181
1416, 28455749, 28456275, 0.31348532, 0.30231953, 1.66666412, 1.48441803
1417, 28456749, 28457277, 0.31294575, 0.30308247, 1.53968048, 1.35321903
1418, 28457749, 28458275, 0.31232414, 0.30384541, 1.41269684, 1.12544811
1419, 28458749, 28459277, 0.31162277, 0.30422688, 1.25396729, 0.98556709
1420, 28459749, 28460274, 0.31084341, 0.30460835, 1.12698364, 0.75246429
1421, 28460749, 28461280, 0.30998823, 0.30537128, 1.00000000, 0.60930878
1422, 28461749, 28462274, 0.30906034, 0.30575275, 0.84127045, 0.66859019
1423, 28462749, 28463274, 0.30806077, 0.30613422, 0.71428680, 0.55779916
1424, 28463749, 28464274, 0.30699000, 0.30651569, 0.58730316, 0.48975900
1425, 28464749, 28465276, 0.30584973, 0.30651569, 0.49206543, 0.44797346
1426, 28465749, 28466275, 0.30464098, 0.30651569, 0.39682770, 0.27511415
1427, 28466749, 28467273, 0.30336568, 0.30651569, 0.33333588, 0.16895598
1428, 28467749, 28468275, 0.30202541, 0.30613422, 0.20635223, 0.10376101
1429, 28468749, 28469275, 0.30062124, 0.30575275, 0.14286041, -0.08347476
1430, 28469749, 28470277, 0.29915461, 0.30537128, 0.01587677, -0.19846193
1431, 28470749, 28471275, 0.29762617, 0.30498981, -0.04762268, -0.26907906
1432, 28471749, 28472274, 0.29603663, 0.30460835, -0.14286041, -0.31244719
1433, 28472749, 28473274, 0.29438716, 0.30422688, -0.23809814, -0.33908090
1434, 28473749, 28474272, 0.29267916, 0.30384541, -0.30158997, -0.35543746
1435, 28474749, 28475272, 0.29091251, 0.30346394, -0.36508179, -0.36548254
1436, 28475749, 28476272, 0.28908741, 0.30270100, -0.39682770, -0.37165150
1437, 28476749, 28477271, 0.28720430, 0.30193806, -0.42857361, -0.52263761
1438, 28477749, 28478285, 0.28526333, 0.30155659, -0.49206543, -0.61536276
1439, 28478749, 28479271, 0.28326619, 0.30041218, -0.55555725, -0.52511060
1440, 28479749, 28480273, 0.28121322, 0.29964924, -0.58730316, -0.76407903
1441, 28480749, 28481271, 0.27910405, 0.29850483, -0.65079498, -0.76363927
1442, 28481749, 28482272, 0.27693906, 0.29774189, -0.71428680, -0.91056681
1443, 28482749, 28483270, 0.27471802, 0.29659748, -0.77777863, -0.85360193
1444, 28483749, 28484272, 0.27244052, 0.29507160, -0.87301636, -0.96581560
1445, 28484749, 28485276, 0.27010667, 0.29430866, -0.96825409, -1.18192697
1446, 28485749, 28486290, 0.26771742, 0.29278278, -1.03174591, -1.02025247
1447, 28486749, 28487270, 0.26527348, 0.29163837, -1.06349182, -1.21535826
1448, 28487749, 28488270, 0.26277500, 0.29011250, -1.12698364, -1.18798113
1449, 28488749, 28489271, 0.26022127, 0.28896809, -1.19047546, -1.31836569
1450, 28489749, 28490271, 0.25761148, 0.28744221, -1.25396729, -1.25124121
1451, 28490749, 28491269, 0.25494516, 0.28591633, -1.31745911, -1.35721552
1452, 28491749, 28492269, 0.25222257, 0.28400898, -1.38095093, -1.42229760
1453, 28492749, 28493267, 0.24944429, 0.28248310, -1.41269684, -1.60946405
1454, 28493749, 28494272, 0.24660957, 0.28057480, -1.47618866, -1.57721102
1455, 28494749, 28495278, 0.24371855, 0.27904892, -1.53968430, -1.70496905
1456, 28495749, 28496268, 0.24077098, 0.27676010, -1.63492203, -1.63586354
1457, 28496749, 28497270, 0.23776592, 0.27523422, -1.66666794, -1.88781893
1458, 28497749, 28498268, 0.23470210, 0.27294540, -1.73015976, -1.74815726
1459, 28498749, 28499268, 0.23157845, 0.27103806, -1.82539749, -1.95678186
1460, 28499749, 28500286, 0.22839497, 0.26913071, -1.85714340, -1.93770707
1461, 28500749, 28501285, 0.22515126, 0.26684189, -1.92063522, -1.92599273
1462, 28501749, 28502283, 0.22184671, 0.26493454, -1.95238113, -2.06599617
1463, 28502749, 28503267, 0.21848117, 0.26264572, -2.01587296, -2.00477886
1464, 28503749, 28504283, 0.21505490, 0.26035690, -2.04761887, -2.11438107
1465, 28504749, 28505275, 0.21156791, 0.25768661, -2.11111069, -2.18169117
1466, 28505749, 28506276, 0.20802006, 0.25539780, -2.17460251, -2.37022591
1467, 28506749, 28507276, 0.20441115, 0.25310898, -2.23809433, -2.33881330
1468, 28507749, 28508276, 0.20074122, 0.25043869, -2.30158615, -2.31952167
1469, 28508749, 28509276, 0.19701040, 0.24814987, -2.36507797, -2.45487189
1470, 28509749, 28510280, 0.19321834, 0.24509811, -2.42856979, -2.39079690
1471, 28510749, 28511272, 0.18936588, 0.24242783, -2.46031570, -2.64584160
1472, 28511749, 28512277, 0.18545376, 0.23937607, -2.55555725, -2.65527487
1473, 28512749, 28513261, 0.18148230, 0.23670578, -2.61904907, -2.80826569
1474, 28513749, 28514263, 0.17745095, 0.23365402, -2.68254089, -2.75502443
